Data Element ID,Data Element,Lookup Table,Code,Description,Terjemahan
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,182001,Impotence,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,182005,Impotence Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,182003,Impotentia Erigendi,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2320001,Impulse Control Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,192011,Impulsive Behaviour,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,192010,Inadequate Personality,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,368005,Inanition,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2275001,Inappropriate Schedule of Drug Administration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,97007,Incoordination,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2284001,Incorrect Dose Administered,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2301001,Incorrect Dose Prescribed,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2278001,Incorrect Drug Administered,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2270001,Incorrect Drug Administration Dosage Form,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2271001,Incorrect Drug Administration Duration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2273001,Incorrect Drug Administration Rate,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2279001,Incorrect Drug Administration Route,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2319001,Incorrect Drug Administration Site,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2277001,Incorrect Technique in Drug Usage Process,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,382006,Increased Insulin Requirement,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1844001,Increased Stool Frequency,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1843001,Increased Stool Urgency,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,167006,Indifference,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,279011,Indigestion,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,279008,Indigestion Nervous,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1891001,Induration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1948004,Ineffectiveness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1948003,Inefficacy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,68009,Infantile Spasms,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,736001,Infection,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,737001,Infection Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,738001,Infection Bacterial,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1869001,Infection BCG,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1869002,Infection BCG Disseminated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,738010,Infection Campylobacter,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,738014,Infection Flavobacterium,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,739001,Infection Fungal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,739006,Infection Fungal Nasal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1638002,Infection Fungal Of Nail,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2331001,Infection Fungal Systemic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,736005,Infection Localised,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,738009,Infection Mycobacterial,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,738015,Infection Mycoplasma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,739003,Infection Mycotic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1617001,Infection Parasitic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,736003,Infection Precipitated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1617002,Infection Protozoal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,738005,Infection Pseudomonas,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,740003,Infection Retroviral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,738007,Infection Salmonella,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2097001,Infection Secondary,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1867001,Infection Staphylococcal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1867003,Infection Staphylococcal Ear,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1867002,Infection Staphylococcal Eye,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,738004,Infection Streptococcal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1226001,Infection Susceptibility Increased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,923001,Infection Tbc,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,740001,Infection Viral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1863001,Infertility Female,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1864001,Infertility Male,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,62005,Infiltration Anaesthesia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2372001,Inflammation Localized,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,78003,Inflammatory Artery Reaction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2372003,Inflammatory Oedema Reaction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2372002,Inflammatory Swelling,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1551001,Inflicted Injury,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1222001,Influenza‐Like Symptoms,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2140001,Infusion Site Bruising,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2137002,Infusion Site Burning,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2136002,Infusion Site Erythema,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2137003,Infusion Site Extravasation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2135002,Infusion Site Induration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2141001,Infusion Site Infection,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2135001,Infusion Site Mass,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2142001,Infusion Site Phlebitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2136001,Infusion Site Rash,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2137001,Infusion Site Reaction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1845001,Ingrowing Nails,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,167010,Initiative Loss Of,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1910003,Injection Site Abscess,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,51001,Injection Site Abscess Sterile,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1917001,Injection Site Anaesthesia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,52001,Injection Site Atrophy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1752001,Injection Site Bleeding,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1753001,Injection Site Bruising,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,58006,Injection Site Bullae,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,54007,Injection Site Burning,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1910004,Injection Site Cellulitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1768001,Injection Site Dermatitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,58009,Injection Site Discharge,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1881002,Injection Site Erythema,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,58004,Injection Site Extravasation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,53001,Injection Site Fibrosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1754001,Injection Site Granuloma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1753002,Injection Site Haematoma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,55002,Injection Site Induration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1910001,Injection Site Infection,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,54001,Injection Site Inflammation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,58003,Injection Site Irritation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,55001,Injection Site Mass,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,56001,Injection Site Necrosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,55003,Injection Site Nodule,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,57001,Injection Site Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1714001,Injection Site Pressure Sensation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1880001,Injection Site Pruritus,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1881001,Injection Site Rash,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,58001,Injection Site Reaction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,58007,Injection Site Scar,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,58005,Injection Site Swelling,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,54010,Injection Site Tenderness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2021001,Injection Site Ulceration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1968001,Injection Site Urticaria,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,54008,Injection Site Vesicles,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,58008,Injection Site Warmth,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,183001,Insomnia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,183009,Insomnia Initial,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2339001,Insulin Increased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2047001,Insulin Resistance,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,390003,Insulin Shock,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,199006,Intellect Impaired,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,154009,Intention Tremor,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2365001,Intentional Overdose,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2364001,Intentional Self‐Injury,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2269001,Intercepted Medication Error,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,651001,Intermenstrual Bleeding,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1860001,Intermenstrual Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1162004,Intermittent Crying,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,591005,International Normalised Ratio Decreased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,590010,International Normalised Ratio Increased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,400005,Interstitial Fluid Increased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1038004,Interstitial Lung Disease,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1969001,Intervertebral Disc Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1969002,Intervertebral Disc Injury,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1969003,Intervertebral Disc Protrusion,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1449007,Intestinal Cyst,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,215004,Intestinal Dilatation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1806001,Intestinal Fistula,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1262002,Intestinal Functional Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,301001,Intestinal Gangrene,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1308001,Intestinal Ischaemia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1215001,Intestinal Necrosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,302001,Intestinal Obstruction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,754001,Intestinal Perforation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1817015,Intestinal Resection,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,303001,Intestinal Stenosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,690005,Intestinal Transposition,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,304001,Intestinal Ulceration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,305001,Intestinal Ulceration Perforated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,215003,Intestine Dilatation Toxic Severe,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,770003,Intolerance Alcoholic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,761003,Intolerance Induced,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1419003,Intra‐Abdominal Haemorrhage NOS,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1817016,Intra‐Aortic Balloon Placement,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1353007,Intracranial Haematoma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,115004,Intracranial Pressure Increased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,115007,Intracranial Pressure Increased Benign,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,730011,Intractable Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,227005,Intraocular Pressure Increased,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2315002,Intraoperative Floppy Iris Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1283004,Intraretinal Yellow White Spot,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,436006,Intraventricular Block,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,444003,Intraventricular Haemorrhage,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1750001,Intubation Difficult,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,302007,Intussusception,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1065003,Involuntary Movement Oral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,32007,Iododerma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1886001,Iridocyclitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,245001,Iritis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,777001,Iron Metabolism Disorder,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,188006,Irritability,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1531001,Irritable Bowel Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1531003,Irritable Bowel Syndrome Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,454006,Ischaemia Peripheral,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2222004,Ischaemic Necrosis Bone,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1503001,Ischial Neuralgia,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,619005,Isosthenuria,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,24003,Itching,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1026001,IUD Complication,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1026003,IUD Expelled,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,96004,Jacksonian Epilepsy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,96003,Jacksonian Seizures,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,356001,Jaundice,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,351006,Jaundice Cholestatic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1883001,Jaundice Haemolytic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,353007,Jaundice Hepatocellular,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,357001,Jaundice Neonatal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,357003,Jaundice of Newborn,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,851001,Jaw Malformation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1347006,Jaw Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,152004,Jaw Stiffness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,754006,Jejunal Perforation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,155010,Jerky Movement NOS,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,188007,Jitteriness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,63004,Joint Ache,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1646001,Joint Dislocation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1646004,Joint Dislocation Recurrent,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,65003,Joint Dysfunction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,65007,Joint Effusion,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,65009,Joint Effusion Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,64004,Joint Inflammation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1046001,Joint Malformation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,63005,Joint Pain,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,66003,Joint Stiffness,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,65005,Joint Swelling Non‐Inflammatory,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,199008,Judgement Impaired,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,493004,Jugular Vein Distension,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,809002,Junctional Rhythm,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,79003,Juvenile Rheumatoid Arthritis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1239004,Kaposi's Sarcoma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2327001,Kawasaki's Disease,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2094002,Kearns‐Sayer Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,38004,Keloid,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,246001,Keratitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,966003,Keratoacanthoma,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,247001,Keratoconjunctivitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1541002,Keratoconjunctivitis Sicca,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2066001,Keratoderma Blenorrhagicum,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,246004,Keratopathy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,966005,Keratosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,393003,Ketoacidosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,393001,Ketosis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,931001,Kidney Contracted,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,619006,Kidney Dysfunction,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1849001,Kidney Enlargement,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,617004,Kidney Stone,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1450004,Kidney Transplant Rejection,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,859004,Klinefelter's Syndrome,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1817017,Knee Meniscectomy,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,100008,Korsakoff's Psychosis Non‐Alcoholic,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2048001,Krabbe's Disease,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,702003,Kyphosis Congenital,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2265001,Labelled Drug‐Drug Interaction Medication Error,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2266001,Labelled Drug‐Food Interaction Medication Error,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,26005,Labial Itching,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1762005,Labile Blood Pressure,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2311001,Laboratory Test False,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2312001,Laboratory Test False Negative,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,2286001,Laboratory Test False Positive,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1951001,Labour Abnormal,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,665004,Labour Pains Stopped,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1309001,Labour Premature,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1951003,Labour Prolonged,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1126006,Labyrinthine Disorders,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1126009,Labyrinthine Dysfunction Aggravated,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1126007,Labyrinthitis,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1920001,Laceration,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,167014,Lack of Motivation,
adverse_drug_reaction_type,Adverse Drug Reaction Type,Adverse Drug Reaction Type,1137001,Lacrimal Duct Obstruction,
